Misspelt             Predicted            Correct              Match
ohg                  hog                  omg                  N      
okward               onward               awkward              N      
oll                  ol                   lol                  N      
olol                 lol                  lol                  Y      
ong                  bong                 omg                  N      
ong                  bong                 omg                  N      
ong                  cong                 omg                  N      
ong                  dong                 omg                  N      
ong                  eng                  omg                  N      
ong                  gong                 omg                  N      
ong                  hong                 omg                  N      
ong                  ing                  omg                  N      
ong                  jong                 omg                  N      
ong                  kong                 omg                  N      
ong                  long                 omg                  N      
ong                  mong                 omg                  N      
ong                  ng                   omg                  N      
ong                  nog                  omg                  N      
ong                  nong                 omg                  N      
ong                  og                   omg                  N      
ong                  ogg                  omg                  N      
ong                  on                   omg                  N      
oober                goober               uber                 N      
orgasim              orgasm               orgasm               Y      
orgie                forgie               orgy                 N      
orgie                orgia                orgy                 N      
origonal             orignal              original             N      
osom                 bosom                awesome              N      
ossum                possum               awesome              N      
ozi                  nozi                 aussie               N      
ozi                  obi                  aussie               N      
paah                 pah                  pssh                 N      
pach                 ach                  patch                N      
pach                 bach                 patch                N      
pach                 each                 patch                N      
pach                 mach                 patch                N      
pach                 nach                 patch                N      
pach                 pac                  patch                N      
pach                 paca                 patch                N      
pach                 pace                 patch                N      
pach                 pacha                patch                N      
pach                 pacht                patch                N      
pach                 pack                 patch                N      
pacifically          pacifically          specifically         N      
pai                  ai                   pie                  N      
pai                  api                  pie                  N      
pai                  bai                  pie                  N      
pai                  cai                  pie                  N      
pai                  jai                  pie                  N      
pai                  kai                  pie                  N      
pai                  lai                  pie                  N      
pai                  opai                 pie                  N      
pai                  pa                   pie                  N      
pai                  pac                  pie                  N      
pai                  pad                  pie                  N      
pai                  pah                  pie                  N      
pai                  pahi                 pie                  N      
pai                  paid                 pie                  N      
pai                  paik                 pie                  N      
pai                  pail                 pie                  N      
pai                  pain                 pie                  N      
pai                  paip                 pie                  N      
partay               partway              people               N      
partay               partan               people               N      
patwa                pata                 patois               N      
pawned               pawned               pwned                N      
pawn                 pawn                 pwn                  N      
payed                payed                paid                 N      
peaple               peale                people               N      
pensil               pensil               pencil               N      
penus                pens                 penis                N      
peops                pelops               peeps                N      
peops                pelops               peeps                N      
peops                peons                peeps                N      
peops                pelops               people               N      
peops                pelops               people               N      
peops                peons                people               N      
persistant           persistent           persistent           Y      
perve                pere                 perv                 N      
perve                herve                perv                 N      
phage                phage                fag                  N      
phail                hail                 fail                 N      
phail                pail                 fail                 N      
phail                phial                fail                 N      
phanny               shanny               fanny                N      
philippino           philippina           filipino             N      
philippino           philippine           filipino             N      
phoney               phoney               phony                N      
phsycotic            psychotic            psychotic            Y      
pidgeon              pigeon               pigeon               Y      
planit               plait                planet               N      
planit               plaint               planet               N      
planit               plait                planet               N      
plauge               plage                plague               N      
plaz                 laz                  plz                  N      
plaz                 plak                 plz                  N      
plox                 lox                  plz                  N      
plox                 phlox                plz                  N      
plox                 plex                 plz                  N      
plox                 plo                  plz                  N      
plox                 plod                 plz                  N      
plutonic             plutonic             platonic             N      
poep                 pep                  poop                 N      
poep                 peep                 poop                 N      
poep                 pep                  poop                 N      
poitin               pontin               poteen               N      
poitin               postin               poteen               N      
poje                 poe                  poke                 N      
poje                 poke                 poke                 Y      
polotics             politics             politics             Y      
pomp                 pomp                 pompadour            N      
ponse                pone                 ponce                N      
ponse                pense                ponce                N      
ponse                poise                ponce                N      
popple               popple               poppel               N      
poseur               poseur               poser                N      
pown                 own                  pwn                  N      
pown                 down                 pwn                  N      
pown                 gown                 pwn                  N      
pown                 lown                 pwn                  N      
pown                 mown                 pwn                  N      
proabably            probably             probably             Y      
proff                prof                 proof                N      
prok                 pro                  pork                 N      
prok                 irok                 pork                 N      
prok                 pook                 pork                 N      
pron                 pron                 porn                 N      
proove               prove                prove                Y      
propz                prop                 props                N      
psychadelic          psychedelic          psychedelic          Y      
psychadelic          psychodelic          psychedelic          N      
psyche               psyche               sike                 N      
puppie               puppied              puppy                N      
puppie               puppies              puppy                N      
purpouse             purpose              purpose              Y      
puusy                pussy                pussy                Y      
pwned                pawned               owned                N      
pwning               pawning              owning               N      
pwn                  pawn                 owns                 N      
pwn                  own                  owns                 N      
qool                 bool                 cool                 N      
qool                 cool                 cool                 Y      
qool                 dool                 cool                 N      
qool                 fool                 cool                 N      
qool                 gool                 cool                 N      
qool                 hool                 cool                 N      
qool                 mool                 cool                 N      
qool                 pool                 cool                 N      
qool                 rool                 cool                 N      
qool                 sool                 cool                 N      
qool                 tool                 cool                 N      
qool                 wool                 cool                 N      
qool                 zool                 cool                 N      
qoot                 oot                  cute                 N      
qoot                 oot                  woot                 N      
quen                 queen                queen                Y      
quess                ques                 guess                N      
qurl                 quarl                girl                 N      
qurl                 curl                 girl                 N      
qurl                 furl                 girl                 N      
qurl                 gurl                 girl                 N      
raep                 rae                  rape                 N      
raep                 raes                 rape                 N      
raep                 ramp                 rape                 N      
raido                raid                 radio                N      
raido                raid                 radio                N      
raip                 graip                rape                 N      
raip                 paip                 rape                 N      
raip                 raia                 rape                 N      
raper                raper                rapist               N      
raper                raper                rapper               N      
rasberry             raspberry            raspberry            Y      
rascist              racist               racist               Y      
rawk                 awk                  rock                 N      
rawk                 cawk                 rock                 N      
rawk                 dawk                 rock                 N      
rawk                 drawk                rock                 N      
reagen               reagent              regan                N      
recieve              relieve              receive              N      
rediculous           pediculous           ridiculous           N      
rediculous           ridiculous           ridiculous           Y      
reneg                reneg                renege               N      
renig                renig                renege               N      
resol                cresol               loser                N      
resol                resoil               loser                N      
resol                resold               loser                N      
resol                resole               loser                N      
retarted             restarted            retarded             N      
retart               restart              retard               N      
retart               redart               retard               N      
rite                 rite                 right                N      
rite                 rite                 write                N      
roftl                rotl                 rotfl                N      
rohrer               roarer               roar                 N      
rohrer               rohmer               roar                 N      
rotfl                rotl                 rofl                 N      
roud                 roud                 rude                 N      
rtd                  rd                   retard               N      
rtd                  gtd                  retard               N      
rtd                  itd                  retard               N      
rtd                  ltd                  retard               N      
rudeboi              rude                 rudeboy              N      
ruffie               ruffe                roofie               N      
s3xy                 sexy                 sexy                 Y      
satin                satin                satan                N      
scarrrry             scarry               scary                N      
scrony               crony                scrawny              N      
seksi                ksi                  sexy                 N      
seksi                desi                 sexy                 N      
seksi                ekoi                 sexy                 N      
seksi                etsi                 sexy                 N      
separate             separate             separate             Y      
seperate             sperate              separate             N      
seriosly             seriously            seriously            Y      
servise              service              service              Y      
servise              servile              service              N      
servise              servist              service              N      
servise              servite              service              N      
servise              survise              service              N      
serwer               serer                server               N      
serwer               serger               server               N      
sexi                 sei                  sexy                 N      
sexi                 sei                  sexy                 N      
sexxy                sexy                 sexy                 Y      
shek                 she                  sex                  N      
shek                 she                  sex                  N      
sher                 sher                 sure                 N      
shippo               shippo               shippou              N      
shortie              shortie              shorty               N      
shounen              shoneen              shonen               N      
shouta               shout                shota                N      
shugar               sugar                sugar                Y      
siked                sicked               psyched              N      
siked                diked                psyched              N      
siked                fiked                psyched              N      
siked                hiked                psyched              N      
siked                liked                psyched              N      
siked                miked                psyched              N      
sike                 sike                 psych                N      
sike                 sike                 psyche               N      
simsons              simons               simpsons             N      
simsons              simons               simpsons             N      
simsons              simoons              simpsons             N      
skelly               skelly               skellie              N      
slep                 sleep                sleep                Y      
smels                smells               smells               Y      
smrat                scrat                smart                N      
smrat                smart                smart                Y      
smrat                sprat                smart                N      
smrt                 smart                smart                Y      
soop                 sop                  sup                  N      
sope                 sope                 soap                 N      
sophmore             sophomore            sophomore            Y      
speal                speal                spiel                N      
spelt                spelt                spell                N      
spose                pose                 suppose              N      
spose                sepose               suppose              N      
spose                spise                suppose              N      
spose                spode                suppose              N      
steriod              sterid               steroid              N      
stfy                 sty                  stfu                 N      
stomache             stomach              stomach              Y      
stomache             stomached            stomach              N      
stomache             stomacher            stomach              N      
stomache             stomaches            stomach              N      
stork                stork                stalk                N      
stuiped              stiped               stupid               N      
stuiped              striped              stupid               N      
stuph                stuphe               stuff                N      
stupify              stupefy              stupefy              Y      
stupi                stupid               stupid               Y      
stupi                stupe                stupid               N      
suddle               suddle               subtle               N      
suite                suite                sweet                N      
summatime            summative            summertime           N      
surrious             spurious             serious              N      
surrious             furious              serious              N      
suxx                 su                   sucks                N      
suxx                 dux                  sucks                N      
suxx                 lux                  sucks                N      
sware                sware                swear                N      
swarve               swarve               suave                N      
swav                 sav                  suave                N      
swav                 slav                 suave                N      
swav                 swa                  suave                N      
swete                skete                sweet                N      
swete                slete                sweet                N      
swete                spete                sweet                N      
swete                swede                sweet                N      
swete                sweet                sweet                Y      
taht                 aht                  that                 N      
taht                 baht                 that                 N      
tanooki              tandoori             tanuki               N      
tanty                banty                tantie               N      
tanty                canty                tantie               N      
tanty                janty                tantie               N      
tanty                manty                tantie               N      
tanty                panty                tantie               N      
tanty                ranty                tantie               N      
tanty                santy                tantie               N      
tanty                tandy                tantie               N      
tanty                tangy                tantie               N      
tanty                tanny                tantie               N      
tanty                tansy                tantie               N      
tanty                tanti                tantie               N      
tanty                tanto                tantie               N      
tanty                tanzy                tantie               N      
tanty                tarty                tantie               N      
tanty                tasty                tantie               N      
tanty                tatty                tantie               N      
tanty                tenty                tantie               N      
tanty                tinty                tantie               N      
tanty                wanty                tantie               N      
tarped               taped                trapped              N      
tarped               harped               trapped              N      
tarp                 tarp                 trap                 N      
tastey               taste                tasty                N      
tastey               tasted               tasty                N      
teached              teached              taught               N      
teath                eath                 teeth                N      
teath                death                teeth                N      
teath                eath                 teeth                N      
teath                heath                teeth                N      
teath                keath                teeth                N      
tember               ember                temper               N      
tember               member               temper               N      
terd                 erd                  turd                 N      
terd                 ferd                 turd                 N      
terd                 herd                 turd                 N      
teriffic             terrific             terrific             Y      
testicules           testicles            testicles            Y      
teusday              tuesday              tuesday              Y      
tew                  tew                  too                  N      
textable             tentable             textible             N      
textable             testable             textible             N      
tha                  tha                  the                  N      
thay                 hay                  they                 N      
thay                 hay                  they                 N      
thay                 shay                 they                 N      
thay                 tay                  they                 N      
thay                 tha                  they                 N      
theater              theater              theatre              N      
theatre              theatre              theater              N      
thee                 thee                 the                  N      
the                  the                  teh                  N      
thingie              thingies             thingee              N      
thingie              thingies             thingy               N      
thou                 thou                 though               N      
thru                 thru                 through              N      
thst                 tst                  that                 N      
thy                  thy                  this                 N      
tiddies              tidies               titties              N      
til                  til                  till                 N      
tlak                 lak                  talk                 N      
tlak                 lak                  talk                 N      
tlak                 plak                 talk                 N      
toi                  toi                  to                   N      
tokio                toki                 tokyo                N      
tokio                toki                 tokyo                N      
toliet               toilet               toilet               Y      
toliet               tolite               toilet               N      
tolled               tolled               told                 N      
tomagotchi           topnotch             tamagotchi           N      
tomarrow             tomorrow             tomorrow             Y      
toole                tole                 tool                 N      
tranger              ranger               stranger             N      
tranger              granger              stranger             N      
tranger              oranger              stranger             N      
travellers           travellers           travelers            N      
trendeh              trended              trendy               N      
trendeh              trendel              trendy               N      
trikk                rikk                 trick                N      
troupe               troupe               troop                N      
tupe                 stupe                type                 N      
tupe                 jupe                 type                 N      
tupe                 lupe                 type                 N      
tupe                 nupe                 type                 N      
tupe                 stupe                type                 N      
tupe                 supe                 type                 N      
ueber                heber                uber                 N      
ueber                reber                uber                 N      
ueber                umber                uber                 N      
ueber                weber                uber                 N      
uman                 human                human                Y      
uman                 iman                 human                N      
uman                 kuman                human                N      
uman                 man                  human                N      
uman                 oman                 human                N      
uman                 ruman                human                N      
uman                 ulan                 human                N      
umg                  mg                   omg                  N      
umg                  dmg                  omg                  N      
umg                  mg                   omg                  N      
unlit                unlit                until                N      
unni                 uni                  eonnie               N      
unnie                unie                 unni                 N      
unphased             unphased             unfazed              N      
untied               untied               united               N      
urk                  burk                 irk                  N      
urk                  burk                 irk                  N      
urk                  erk                  irk                  N      
urk                  gurk                 irk                  N      
urk                  irk                  irk                  Y      
urk                  lurk                 irk                  N      
urk                  murk                 irk                  N      
ur                   ur                   your                 N      
uselss               useless              useless              Y      
vaca                 vac                  vacay                N      
vaca                 paca                 vacay                N      
vaca                 vac                  vacay                N      
vaccum               vacuum               vacuum               Y      
vaccuum              vacuum               vacuum               Y      
vampyre              vampyre              vampire              N      
venezia              venesia              venice               N      
villian              villan               villain              N      
vittles              vittles              victuals             N      
voer                 oer                  over                 N      
voer                 doer                 over                 N      
voer                 goer                 over                 N      
voer                 hoer                 over                 N      
voer                 oer                  over                 N      
voer                 over                 over                 Y      
voer                 roer                 over                 N      
voldermort           oldermost            voldemort            N      
waht                 aht                  what                 N      
waht                 baht                 what                 N      
waht                 waft                 what                 N      
waisting             waisting             wasting              N      
wao                  ao                   wow                  N      
wao                  dao                  wow                  N      
wao                  gao                  wow                  N      
wao                  hao                  wow                  N      
wassabi              wasabi               wasabi               Y      
waterboarding        waterboarding        waterboarding        Y      
waz                  az                   was                  N      
waz                  gaz                  was                  N      
waz                  laz                  was                  N      
weiner               weiner               wiener               N      
wendsday             wednesday            wednesday            Y      
wewt                 wet                  woot                 N      
wewt                 newt                 woot                 N      
whaen                haen                 when                 N      
whaen                whalen               when                 N      
whaen                whan                 when                 N      
whaen                wheen                when                 N      
whang                whang                wang                 N      
whimp                himp                 wimp                 N      
whimp                himp                 wimp                 N      
whimp                whamp                wimp                 N      
whimp                whim                 wimp                 N      
whingeing            whingeing            whinging             N      
whoah                whoa                 whoa                 Y      
whoar                hoar                 whore                N      
whoar                whar                 whore                N      
whoar                whoa                 whore                N      
wiener               wiener               weiner               N      
wierd                wierd                weird                N      
wikkid               wiki                 wicked               N      
wimmin               dimin                woman                N      
wimmin               dimin                women                N      
winge                swinge               whinge               N      
winge                dinge                whinge               N      
winge                hinge                whinge               N      
winge                linge                whinge               N      
winge                minge                whinge               N      
winge                pinge                whinge               N      
winge                ringe                whinge               N      
winge                singe                whinge               N      
wo0t                 wot                  woot                 N      
woah                 wah                  whoa                 N      
woah                 wah                  whoa                 N      
wofl                 woful                waffle               N      
wolk                 wok                  woke                 N      
womyn                woman                woman                Y      
womyn                women                woman                N      
womyn                woman                women                N      
womyn                women                women                Y      
wonce                once                 once                 Y      
wonce                nonce                once                 N      
wookiee              bookie               wookie               N      
wookiee              bookies              wookie               N      
wookiee              cookee               wookie               N      
wookiee              cookie               wookie               N      
wookiee              cookies              wookie               N      
wookiee              hookier              wookie               N      
wookiee              hookies              wookie               N      
wookiee              kookie               wookie               N      
woose                oose                 wuss                 N      
woose                goose                wuss                 N      
woose                hoose                wuss                 N      
woq                  wo                   wow                  N      
wrod                 rod                  word                 N      
wrod                 prod                 word                 N      
wrod                 rod                  word                 N      
wrok                 rok                  rock                 N      
wrok                 irok                 rock                 N      
wrok                 rok                  rock                 N      
wrok                 wok                  rock                 N      
wut                  wut                  wat                  N      
xln                  ln                   excellent            N      
xln                  kln                  excellent            N      
xtreme               extreme              extreme              Y      
yeass                yeas                 yeah                 N      
yea                  yea                  yeah                 N      
yeay                 yay                  yay                  Y      
yeay                 yday                 yay                  N      
yii                  yi                   yes                  N      
yob                  yob                  boy                  N      
yooh                 ooh                  you                  N      
yopu                 you                  you                  Y      
yoru                 yor                  your                 N      
yoru                 yaru                 your                 N      
youb                 yob                  yoube                N      
youb                 roub                 yoube                N      
yr                   yr                   your                 N      
yuo                  yo                   you                  N      
yuu                  yutu                 you                  N      
Precision: 0.1154
Recall: 0.2318
Average Predictions: 2.0084
Time Elapsed: 588.9
